listing_id,date
198548,2012-12-27
198548,2012-12-30
198548,2014-06-14
198548,2014-08-06
198548,2014-08-14
198548,2014-08-23
198548,2014-08-28
198548,2014-09-21
198548,2014-10-04
198548,2014-11-22
198548,2015-01-06
198548,2015-02-17
198548,2015-03-06
198548,2015-06-01
198548,2015-07-29
198548,2015-09-30
198548,2015-11-15
198548,2015-12-26
198548,2016-04-01
198548,2016-05-28
198548,2016-06-26
198548,2016-08-05
198548,2016-08-16
198548,2016-08-30
198548,2016-11-07
198548,2016-12-23
198548,2016-12-31
198548,2017-03-04
198548,2018-06-16
198548,2018-06-25
198548,2018-07-10
198548,2018-08-10
198548,2018-08-20
198548,2018-08-27
198548,2019-01-01
198548,2019-03-01
198548,2019-03-30
198548,2019-09-11
198548,2019-11-12
198548,2020-01-01
198548,2020-04-18
198548,2020-10-16
198548,2020-12-21
214967,2012-08-20
214967,2012-08-29
214967,2012-09-03
214967,2012-09-10
214967,2012-10-09
214967,2013-02-19
214967,2013-05-18
214967,2013-08-17
214967,2013-10-17
214967,2013-10-27
214967,2014-02-01
214967,2014-02-12
214967,2014-02-17
214967,2014-02-22
214967,2014-07-28
214967,2014-07-31
214967,2014-08-02
214967,2014-08-16
214967,2014-08-22
214967,2014-08-28
214967,2014-09-15
214967,2014-09-23
214967,2014-10-05
214967,2014-10-09
214967,2015-02-16
214967,2015-05-20
214967,2015-06-14
214967,2015-06-25
214967,2015-07-17
214967,2015-07-30
214967,2015-08-03
214967,2015-08-11
214967,2015-08-14
214967,2015-08-17
214967,2015-08-19
214967,2015-08-21
214967,2015-08-25
214967,2015-08-31
214967,2015-09-04
214967,2015-09-09
214967,2015-09-12
214967,2015-09-21
214967,2015-09-24
214967,2015-09-26
214967,2015-10-02
214967,2015-10-06
214967,2015-10-20
214967,2015-12-01
214967,2016-01-06
214967,2016-02-15
214967,2016-05-08
214967,2016-05-19
214967,2016-05-29
214967,2016-06-04
214967,2016-06-12
214967,2016-06-16
214967,2016-06-22
214967,2016-06-30
214967,2016-07-05
214967,2016-07-19
214967,2016-07-23
214967,2016-07-28
214967,2016-07-31
214967,2016-08-05
214967,2016-08-09
214967,2016-08-10
214967,2016-08-12
214967,2016-08-14
214967,2016-08-18
214967,2016-08-22
214967,2016-08-30
214967,2016-09-04
214967,2016-09-10
214967,2016-09-14
214967,2016-09-15
214967,2016-09-20
214967,2016-09-23
214967,2016-09-26
214967,2016-10-01
214967,2016-10-09
214967,2016-10-12
214967,2016-10-15
214967,2016-12-30
214967,2017-02-12
214967,2017-04-16
214967,2017-05-02
214967,2017-05-21
214967,2017-05-23
214967,2017-05-30
214967,2017-06-03
214967,2017-06-15
214967,2017-06-26
214967,2017-07-12
214967,2017-07-17
214967,2017-07-22
214967,2017-08-01
214967,2017-08-04
214967,2017-08-10
214967,2017-08-14
214967,2017-08-20
214967,2017-08-31
214967,2017-09-07
214967,2017-09-15
214967,2017-09-21
214967,2017-10-12
214967,2017-10-30
214967,2017-12-29
214967,2018-01-01
214967,2018-01-03
214967,2018-03-10
214967,2018-05-22
214967,2018-06-20
214967,2018-06-26
214967,2018-07-07
214967,2018-07-11
214967,2018-07-16
214967,2018-07-24
214967,2018-07-30
214967,2018-08-05
214967,2018-08-15
214967,2018-08-20
214967,2018-08-30
214967,2018-09-04
214967,2018-09-18
214967,2018-09-24
214967,2018-09-27
214967,2018-10-01
214967,2018-10-08
214967,2018-10-13
214967,2018-10-15
214967,2018-12-27
214967,2018-12-31
214967,2019-02-18
214967,2019-05-07
214967,2019-05-24
214967,2019-05-27
214967,2019-06-02
214967,2019-06-08
214967,2019-06-16
214967,2019-07-01
214967,2019-07-07
214967,2019-07-10
214967,2019-07-15
214967,2019-07-19
214967,2019-07-22
214967,2019-07-29
214967,2019-08-11
214967,2019-08-19
214967,2019-08-22
214967,2019-09-03
214967,2019-09-09
214967,2019-09-14
214967,2019-09-25
214967,2019-09-29
214967,2019-10-04
214967,2019-10-09
214967,2019-10-14
214967,2019-12-22
214967,2020-01-02
214967,2020-02-16
214967,2020-08-26
214967,2020-09-08
268812,2011-11-30
268812,2011-12-28
268812,2011-12-31
268812,2012-01-10
268812,2012-01-30
268812,2012-02-10
268812,2012-02-14
268812,2012-02-23
268812,2012-03-26
268812,2012-04-02
268812,2012-05-04
268812,2012-05-20
268812,2012-05-28
268812,2012-06-10
268812,2012-06-27
268812,2012-07-06
268812,2012-08-07
268812,2012-08-20
268812,2012-08-26
268812,2012-08-30
268812,2012-09-18
268812,2012-09-30
268812,2012-11-01
268812,2012-11-05
268812,2012-11-19
268812,2012-11-25
268812,2013-02-05
268812,2013-02-09
268812,2013-02-11
268812,2013-04-06
268812,2013-04-30
268812,2013-05-26
268812,2013-06-02
268812,2013-06-10
268812,2013-07-08
268812,2013-07-21
268812,2013-08-06
268812,2013-08-22
268812,2013-10-15
268812,2014-06-25
268812,2014-07-01
268812,2014-07-06
268812,2014-07-09
268812,2014-07-19
268812,2014-07-22
268812,2014-07-30
268812,2014-08-22
268812,2014-09-17
268812,2014-09-22
268812,2014-09-27
268812,2014-11-02
268812,2015-01-17
268812,2015-03-02
268812,2015-03-19
268812,2015-04-16
268812,2015-04-25
268812,2015-06-01
268812,2015-06-07
268812,2015-07-07
268812,2015-07-12
268812,2015-08-04
268812,2015-08-08
268812,2015-08-11
268812,2015-09-05
268812,2015-09-16
268812,2015-09-26
268812,2015-10-07
268812,2017-09-13
268812,2017-10-31
268812,2017-12-02
268812,2018-02-24
268812,2018-04-30
268812,2018-05-11
268812,2018-06-30
268812,2018-09-22
268812,2018-10-22
268812,2019-02-07
330502,2012-03-05
330502,2012-03-20
330502,2012-03-27
330502,2012-04-03
330502,2012-05-18
330502,2012-05-28
330502,2012-07-10
330502,2012-08-25
330502,2012-09-01
330502,2012-09-18
330502,2013-09-28
330502,2015-06-10
330502,2015-06-22
330502,2015-06-29
330502,2015-07-06
330502,2015-07-09
330502,2015-07-16
330502,2015-07-19
330502,2015-08-03
330502,2015-08-17
330502,2015-08-22
330502,2015-08-29
330502,2015-09-15
330502,2015-10-04
330502,2015-10-12
330502,2016-02-16
330502,2016-06-11
330502,2016-06-20
330502,2016-07-18
330502,2016-07-27
330502,2016-08-12
330502,2016-08-23
330502,2016-09-18
502417,2012-07-23
502417,2012-08-19
502417,2012-08-21
502417,2012-08-27
502417,2012-09-26
502417,2012-10-18
502417,2013-01-02
502417,2013-02-18
502417,2013-06-22
502417,2013-06-25
502417,2013-06-27
502417,2013-07-08
502417,2013-07-16
502417,2013-08-03
502417,2013-08-22
502417,2013-08-27
502417,2013-09-04
502417,2013-09-13
502417,2013-09-29
502417,2013-10-06
502417,2013-10-10
502417,2013-10-29
502417,2013-11-01
502417,2013-12-27
502417,2014-01-13
502417,2014-02-17
502417,2014-02-19
502417,2014-03-12
502417,2014-05-20
502417,2014-06-02
502417,2014-06-09
502417,2014-06-18
502417,2014-06-22
502417,2014-06-29
502417,2014-07-15
502417,2014-07-28
502417,2014-08-05
502417,2014-08-17
502417,2014-08-21
502417,2014-09-01
502417,2014-09-16
502417,2014-10-04
502417,2014-10-14
502417,2014-11-17
502417,2015-02-10
502417,2015-02-16
502417,2015-06-12
502417,2015-07-01
502417,2015-07-05
502417,2015-07-08
502417,2015-07-15
502417,2015-07-18
502417,2015-08-04
502417,2015-08-07
502417,2015-08-10
502417,2015-08-15
502417,2015-08-19
502417,2015-08-21
502417,2015-08-24
502417,2015-08-31
502417,2015-09-08
502417,2015-09-29
502417,2015-11-29
502417,2016-01-02
502417,2016-05-09
502417,2016-05-14
502417,2016-05-15
502417,2016-05-23
502417,2016-05-27
502417,2016-06-07
502417,2016-06-15
502417,2016-06-19
502417,2016-07-01
502417,2016-07-03
502417,2016-07-10
502417,2016-07-13
502417,2016-07-16
502417,2016-07-19
502417,2016-07-24
502417,2016-07-26
502417,2016-07-28
502417,2016-07-31
502417,2016-08-04
502417,2016-08-08
502417,2016-08-12
502417,2016-08-14
502417,2016-08-17
502417,2016-08-19
502417,2016-08-28
502417,2016-09-12
502417,2016-10-03
502417,2016-10-10
502417,2016-10-16
502417,2016-10-19
502417,2016-10-24
502417,2016-10-26
502417,2016-11-03
502417,2016-11-13
502417,2016-12-27
502417,2017-02-05
502417,2017-02-20
502417,2017-03-22
502417,2017-04-16
502417,2017-04-29
502417,2017-05-06
502417,2017-05-17
502417,2017-05-25
502417,2017-06-03
502417,2017-06-16
502417,2017-06-25
502417,2017-06-28
502417,2017-07-02
502417,2017-07-05
502417,2017-07-07
502417,2017-07-17
502417,2017-07-19
502417,2017-07-28
502417,2017-07-31
502417,2017-08-07
502417,2017-08-09
502417,2017-08-11
502417,2017-08-16
502417,2017-08-20
502417,2017-08-30
502417,2017-09-04
502417,2017-09-12
502417,2017-09-14
502417,2017-09-24
502417,2017-10-14
502417,2017-10-28
502417,2018-03-31
502417,2018-04-02
502417,2018-05-27
502417,2018-06-01
502417,2018-06-09
502417,2018-06-18
502417,2018-07-02
502417,2018-07-04
502417,2018-07-08
502417,2018-07-11
502417,2018-07-27
502417,2018-08-02
502417,2018-08-04
502417,2018-08-13
502417,2018-08-16
502417,2018-08-20
502417,2018-09-04
502417,2018-09-16
502417,2018-09-25
502417,2018-10-02
502417,2018-10-06
502417,2018-10-08
502417,2018-10-15
502417,2018-10-21
502417,2018-10-28
502417,2018-11-25
502417,2019-01-02
502417,2019-05-20
502417,2019-05-27
502417,2019-06-07
502417,2019-06-09
502417,2019-06-15
502417,2019-07-07
502417,2019-07-11
502417,2019-07-21
502417,2019-07-30
502417,2019-08-04
502417,2019-08-12
502417,2019-08-18
502417,2019-08-23
502417,2019-08-25
502417,2019-09-01
502417,2019-09-22
502417,2019-10-06
502417,2019-10-26
502417,2019-11-30
502417,2020-01-02
502417,2020-02-18
517628,2019-08-02
517628,2019-08-05
517628,2019-08-09
517628,2019-08-11
517628,2019-08-15
517628,2019-08-17
517628,2019-08-19
517628,2019-08-22
517628,2019-08-24
517628,2019-08-28
517628,2019-08-31
517628,2019-09-02
517628,2019-12-23
517628,2019-12-26
517628,2020-01-01
562682,2013-09-05
562682,2013-09-10
562682,2016-07-22
562682,2016-08-01
562682,2016-08-14
562682,2016-08-15
562682,2016-08-26
562682,2016-09-17
562682,2016-09-25
562682,2016-10-02
562682,2016-10-06
562682,2016-10-10
562682,2016-10-20
562682,2016-10-24
562682,2016-10-26
562682,2016-10-30
562682,2016-11-05
562682,2016-11-20
562682,2017-01-02
562682,2017-01-16
562682,2017-02-05
562682,2017-04-16
562682,2017-05-29
562682,2017-06-26
562682,2017-07-03
562682,2017-07-06
562682,2017-07-09
562682,2017-07-11
562682,2017-07-14
562682,2017-07-20
562682,2017-07-26
562682,2017-07-31
562682,2017-08-03
562682,2017-08-05
562682,2017-08-07
562682,2017-08-17
562682,2017-08-23
562682,2017-08-29
562682,2017-09-02
562682,2017-09-04
562682,2017-09-23
562682,2017-10-01
562682,2017-10-03
562682,2017-10-09
562682,2017-10-13
562682,2017-12-31
562682,2018-02-14
562682,2018-03-04
562682,2018-05-13
562682,2018-05-15
562682,2018-05-21
562682,2018-05-27
562682,2018-05-29
562682,2018-06-15
562682,2018-06-25
562682,2018-06-30
562682,2018-07-03
562682,2018-07-17
562682,2018-07-20
562682,2018-07-22
562682,2018-07-27
562682,2018-08-09
562682,2018-08-12
562682,2018-08-16
562682,2018-08-18
562682,2018-08-20
562682,2018-08-26
562682,2018-09-04
562682,2018-09-28
562682,2018-10-02
562682,2018-10-09
562682,2018-10-15
562682,2018-10-21
562682,2018-12-25
562682,2019-01-03
562682,2019-02-17
562682,2019-05-20
562682,2019-06-09
562682,2019-07-02
562682,2019-07-07
562682,2019-07-15
562682,2019-07-20
562682,2019-07-25
562682,2019-07-28
562682,2019-08-01
562682,2019-08-06
562682,2019-08-10
562682,2019-08-21
562682,2019-08-26
562682,2019-09-03
562682,2019-09-14
562682,2019-09-23
562682,2019-09-26
562682,2019-09-28
562682,2019-10-01
562682,2019-10-10
562682,2019-10-13
562682,2019-11-11
562682,2019-11-24
562682,2019-12-28
562682,2020-01-01
562682,2020-01-04
562682,2020-02-16
588889,2017-01-04
588889,2017-07-27
588889,2018-08-11
588889,2020-08-01
652744,2012-09-04
652744,2014-07-14
652744,2014-07-26
652744,2014-07-29
652744,2014-08-07
652744,2014-08-14
652744,2014-08-25
652744,2014-09-02
652744,2014-09-29
652744,2015-02-18
652744,2015-07-01
652744,2015-07-06
652744,2015-08-03
652744,2015-09-08
652744,2016-06-12
652744,2016-07-07
652744,2016-07-10
652744,2016-07-12
652744,2016-07-15
652744,2016-07-16
652744,2016-07-19
652744,2016-07-28
652744,2016-08-01
652744,2016-08-11
652744,2016-08-22
652744,2016-08-28
652744,2016-08-31
652744,2016-09-04
652744,2016-09-06
652744,2016-09-18
652744,2016-09-20
652744,2016-09-30
652744,2016-10-02
652744,2016-10-11
652744,2016-11-06
652744,2016-12-30
652744,2017-02-05
652744,2017-04-12
652744,2017-04-16
652744,2017-04-30
652744,2017-05-08
652744,2017-05-21
652744,2017-05-28
652744,2017-06-16
652744,2017-06-26
652744,2017-07-02
652744,2017-07-08
652744,2017-07-11
652744,2017-07-22
652744,2017-07-30
652744,2017-08-02
652744,2017-08-05
652744,2017-08-07
652744,2017-08-11
652744,2017-08-15
652744,2017-08-18
652744,2017-08-20
652744,2017-09-04
652744,2017-09-16
652744,2017-09-27
652744,2017-09-29
652744,2017-10-08
652744,2017-10-10
652744,2017-10-15
652744,2017-10-22
652744,2017-11-26
652744,2017-12-28
652744,2018-05-22
652744,2018-05-27
652744,2018-06-10
652744,2018-06-25
652744,2018-07-02
652744,2018-07-07
652744,2018-07-09
652744,2018-07-15
652744,2018-07-20
652744,2018-07-26
652744,2018-07-29
652744,2018-08-10
652744,2018-08-18
652744,2018-08-20
652744,2018-08-22
652744,2018-08-24
652744,2018-09-01
652744,2018-09-08
652744,2018-09-11
652744,2018-09-14
652744,2018-09-17
652744,2018-09-21
652744,2018-09-24
652744,2018-10-06
652744,2018-10-08
652744,2018-10-28
652744,2018-12-31
652744,2019-02-18
652744,2019-06-08
652744,2019-06-16
652744,2019-06-25
652744,2019-06-30
652744,2019-07-02
652744,2019-07-11
652744,2019-07-21
652744,2019-07-29
652744,2019-08-01
652744,2019-08-08
652744,2019-08-10
652744,2019-08-13
652744,2019-08-18
652744,2019-08-22
652744,2019-08-25
652744,2019-08-27
652744,2019-09-02
652744,2019-09-22
652744,2019-09-30
652744,2019-10-03
652744,2019-10-06
652744,2019-10-09
652744,2019-10-12
652744,2019-10-15
652744,2020-01-02
652744,2020-02-29
652815,2012-10-04
652815,2012-10-29
652815,2012-11-26
652815,2014-06-28
652815,2014-07-31
652815,2014-08-05
652815,2014-08-23
652815,2014-09-02
652815,2014-09-14
652815,2014-09-27
652815,2015-06-23
652815,2015-07-18
652815,2015-08-04
652815,2015-09-08
652815,2015-10-13
652815,2015-10-19
652815,2016-02-15
652815,2016-05-24
652815,2016-05-30
652815,2016-06-23
652815,2016-07-04
652815,2016-07-16
652815,2016-07-18
652815,2016-07-24
652815,2016-07-30
652815,2016-08-04
652815,2016-08-06
652815,2016-08-17
652815,2016-08-25
652815,2016-08-31
652815,2016-09-03
652815,2016-09-05
652815,2016-09-12
652815,2016-09-15
652815,2016-09-24
652815,2016-10-10
652815,2016-10-15
652815,2017-01-01
652815,2017-04-15
652815,2017-05-21
652815,2017-05-27
652815,2017-05-29
652815,2017-06-15
652815,2017-06-28
652815,2017-07-05
652815,2017-07-21
652815,2017-07-23
652815,2017-07-31
652815,2017-08-04
652815,2017-08-08
652815,2017-08-13
652815,2017-08-16
652815,2017-08-19
652815,2017-08-21
652815,2017-08-25
652815,2017-08-27
652815,2017-09-07
652815,2017-09-15
652815,2017-09-21
652815,2017-09-26
652815,2017-10-05
652815,2017-10-09
652815,2017-10-13
652815,2017-12-27
652815,2018-02-06
652815,2018-04-01
652815,2018-05-20
652815,2018-07-02
652815,2018-07-11
652815,2018-07-14
652815,2018-08-02
652815,2018-08-04
652815,2018-08-12
652815,2018-08-18
652815,2018-08-21
652815,2018-08-25
652815,2018-09-03
652815,2018-09-12
652815,2018-09-16
652815,2018-09-28
652815,2018-10-12
652815,2018-10-22
652815,2018-12-28
652815,2019-01-01
652815,2019-02-20
652815,2019-05-20
652815,2019-05-26
652815,2019-06-07
652815,2019-06-10
652815,2019-06-24
652815,2019-07-08
652815,2019-07-14
652815,2019-07-30
652815,2019-08-05
652815,2019-08-07
652815,2019-08-11
652815,2019-08-13
652815,2019-08-26
652815,2019-09-02
652815,2019-09-20
652815,2019-09-29
652815,2019-10-07
652815,2019-10-16
652815,2019-12-30
652950,2012-09-04
652950,2013-08-01
652950,2013-08-18
652950,2013-09-05
652950,2014-02-18
652950,2014-07-13
652950,2014-08-05
652950,2014-08-12
652950,2014-08-18
652950,2014-08-21
652950,2014-09-02
652950,2016-05-31
652950,2016-06-14
652950,2016-06-27
652950,2016-07-10
652950,2016-07-18
652950,2016-07-29
652950,2016-08-03
652950,2016-08-09
652950,2016-08-12
652950,2016-08-14
652950,2016-08-19
652950,2016-08-28
652950,2016-08-30
652950,2016-09-05
652950,2016-09-24
652950,2016-10-11
652950,2016-10-14
652950,2016-10-31
652950,2016-11-20
652950,2016-12-24
652950,2016-12-27
652950,2017-01-03
652950,2017-06-12
652950,2017-07-09
652950,2017-07-15
652950,2017-07-22
652950,2017-07-24
652950,2017-07-29
652950,2017-07-31
652950,2017-08-03
652950,2017-08-09
652950,2017-08-17
652950,2017-08-24
652950,2017-08-28
652950,2017-09-29
652950,2017-10-04
652950,2017-10-10
652950,2017-12-29
652950,2017-12-31
652950,2018-03-31
652950,2018-05-08
652950,2018-05-21
652950,2018-07-06
652950,2018-07-08
652950,2018-07-14
652950,2018-08-04
652950,2018-08-07
652950,2018-08-10
652950,2018-08-18
652950,2018-08-21
652950,2018-08-24
652950,2018-08-27
652950,2018-09-21
652950,2018-10-01
652950,2018-10-06
652950,2018-10-20
652950,2019-06-08
652950,2019-07-10
652950,2019-07-29
652950,2019-08-03
652950,2019-08-05
652950,2019-08-10
652950,2019-08-18
652950,2019-08-20
652950,2019-08-23
652950,2019-09-02
652950,2019-09-05
652950,2019-09-20
652950,2019-09-22
652950,2019-09-30
652950,2019-10-13
652950,2019-10-15
652950,2019-12-29
652950,2019-12-31
652950,2020-02-17
659635,2012-10-04
659635,2013-08-04
659635,2013-10-04
659635,2014-07-18
659635,2014-07-28
659635,2014-08-09
659635,2014-08-23
659635,2014-09-02
659635,2014-10-13
659635,2015-04-19
659635,2015-05-12
659635,2015-06-17
659635,2015-07-17
659635,2015-08-08
659635,2015-09-09
659635,2015-10-18
659635,2016-02-15
659635,2016-06-07
659635,2016-06-30
659635,2016-07-27
659635,2016-08-05
659635,2016-08-10
659635,2016-08-14
659635,2016-08-23
659635,2016-09-05
659635,2016-09-19
659635,2016-10-01
659635,2016-10-04
659635,2016-10-07
659635,2016-10-10
659635,2016-10-29
659635,2016-12-28
659635,2017-05-22
659635,2017-06-02
659635,2017-06-25
659635,2017-07-09
659635,2017-07-12
659635,2017-07-21
659635,2017-07-28
659635,2017-07-30
659635,2017-08-14
659635,2017-08-16
659635,2017-08-20
659635,2017-08-24
659635,2017-08-28
659635,2017-09-03
659635,2017-10-01
659635,2017-10-09
659635,2017-10-26
659635,2017-12-28
659635,2017-12-31
659635,2018-01-04
659635,2018-01-21
659635,2018-02-19
659635,2018-03-10
659635,2018-04-02
659635,2018-05-21
659635,2018-06-10
659635,2018-06-29
659635,2018-07-01
659635,2018-07-11
659635,2018-07-15
659635,2018-07-24
659635,2018-08-04
659635,2018-08-06
659635,2018-08-10
659635,2018-08-20
659635,2018-08-24
659635,2018-09-03
659635,2018-09-30
659635,2018-10-07
659635,2018-12-31
659635,2019-02-18
659635,2019-07-07
659635,2019-07-13
659635,2019-07-15
659635,2019-07-30
659635,2019-08-05
659635,2019-08-07
659635,2019-08-12
659635,2019-08-14
659635,2019-09-01
659635,2019-09-03
659635,2019-09-17
659635,2019-09-20
659635,2019-09-24
659635,2019-10-04
659635,2019-10-15
659635,2019-12-31
659635,2020-02-19
661569,2013-07-06
661569,2013-08-11
661569,2013-08-26
661569,2013-09-05
661569,2014-10-14
661569,2015-07-25
661569,2015-07-26
661569,2015-08-02
661569,2015-08-07
661569,2015-09-04
661569,2016-05-23
661569,2016-07-10
661569,2016-07-17
661569,2016-08-08
661569,2016-08-21
661569,2016-08-28
661569,2017-06-20
661569,2017-07-09
661569,2017-07-16
661569,2017-07-20
661569,2017-07-29
661569,2017-07-30
661569,2017-08-05
661569,2017-08-06
661569,2017-08-11
661569,2017-08-12
661569,2017-08-16
661569,2017-08-17
661569,2017-09-03
661569,2017-09-10
661569,2017-10-08
661569,2018-07-03
661569,2018-07-07
661569,2018-07-09
661569,2018-07-10
661569,2018-07-14
661569,2018-07-22
661569,2018-08-02
661569,2018-08-04
661569,2018-08-13
661569,2018-08-16
661569,2018-08-18
661569,2018-08-20
661569,2018-08-29
661569,2018-09-02
661569,2018-10-06
661569,2018-10-14
661569,2019-06-23
661569,2019-06-28
661569,2019-06-30
661569,2019-07-05
661569,2019-07-07
661569,2019-07-11
661569,2019-07-15
661569,2019-07-20
661569,2019-07-23
661569,2019-08-03
661569,2019-08-05
661569,2019-08-08
661569,2019-08-10
661569,2019-08-10
661569,2019-08-23
661569,2019-08-27
661569,2019-09-01
760018,2012-12-23
760018,2013-02-08
760018,2013-02-15
760018,2013-02-19
760018,2013-03-19
760018,2013-04-10
760018,2013-05-05
760018,2013-05-15
760018,2013-05-29
760018,2013-07-28
760018,2013-08-01
760018,2013-08-11
760018,2013-08-16
760018,2013-10-09
760018,2013-12-29
760018,2014-07-15
760018,2014-07-26
760018,2017-07-30
760018,2017-08-07
760018,2017-08-11
760018,2017-08-13
760018,2017-08-17
760018,2017-08-20
760018,2017-08-26
760018,2017-09-03
760018,2017-12-28
760018,2018-01-01
760018,2018-01-04
760018,2018-02-04
760018,2018-02-11
760018,2018-03-09
760018,2018-04-12
760018,2018-05-14
760018,2018-05-18
760018,2018-07-19
760018,2018-07-22
760018,2018-08-01
760018,2018-08-05
760018,2018-08-07
760018,2018-08-11
760018,2018-08-13
760018,2018-08-16
760018,2018-08-18
760018,2018-08-20
760018,2018-08-24
760018,2018-08-27
760018,2018-08-30
760018,2018-09-03
760018,2018-09-07
760018,2018-09-10
760018,2018-09-15
760018,2018-09-20
760018,2018-09-30
760018,2018-10-06
760018,2018-10-08
760018,2019-01-17
760018,2019-05-12
760018,2019-05-18
760018,2019-05-24
760018,2019-05-29
760018,2019-06-01
760018,2019-08-17
760018,2019-08-22
760018,2019-12-26
760018,2020-03-08
760018,2020-07-05
760018,2021-01-22
804419,2012-12-21
804419,2012-12-22
804419,2013-01-26
804419,2013-02-03
804419,2013-02-04
