id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
54334,Beau logement avec vue magnifique sur les montagne,254811,Charlotte,,Quartier 5-1,46.914,-71.19565,Entire home/apt,100,2,93,2020-08-28,0.80,1,357
138381,Bed & Breakfast La California,675584,Mary,,Sillery,46.76843,-71.26636,Private room,145,1,147,2019-12-15,1.25,3,364
198548,Fabulous view in heart of Québec,960772,Marianne,,Saint-Roch,46.81233,-71.22545,Entire home/apt,150,30,49,2020-12-21,0.43,1,346
214967,Au bord du fleuve,1110010,Julie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80286,-71.21271,Private room,83,2,162,2020-09-08,1.57,1,364
268812,Apartment Old city Quebec condo,1408583,Émilie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81023,-71.21082,Entire home/apt,40,30,77,2019-02-07,0.69,1,311
330502,Home sweet home!,1686119,Claire,,Vieux-Moulin,46.85134,-71.21403,Entire home/apt,89,3,33,2016-09-18,0.30,1,40
502417,Super location in House 1915  Walkable Old Québec,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Entire home/apt,98,2,178,2020-02-18,1.71,6,269
517628,Entire Townhouse on Historic rue Champlain,2216595,Jennifer,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80552,-71.20696,Entire home/apt,318,2,15,2020-01-01,0.81,1,27
562682,New-York experience in typical apartment P.Q,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Entire home/apt,70,90,103,2020-02-16,1.14,6,270
588889,Waterfront in Quebec City,2904660,Mariane,,Lac-Saint-Charles,46.93219,-71.38034,Entire home/apt,225,7,4,2020-08-01,0.08,2,57
652744,Vintage Artistic entire 2.5 apt  Walkable to Old Q,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Entire home/apt,65,2,121,2020-02-29,1.18,6,269
652815,Québécoise  my roomy - Québécoise la plus large,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Private room,60,90,104,2019-12-30,1.02,6,270
652950,SUPER VIEW  on the city,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Private room,68,90,86,2020-02-17,0.84,6,270
659635,Confortable TWIN BEDS with artistic walls,2479300,Marie-Denise,,Saint-Jean-Baptiste,46.80664,-71.22599,Private room,68,2,90,2020-02-19,0.88,6,270
661569,Large Charming Room w/ View,675584,Mary,,Sillery,46.76978,-71.26591,Hotel room,145,1,64,2019-09-01,0.69,3,365
760018,Bohème Contemporaine w parking - Citq#301838,4005779,Marie-Christine,,Vieux-Limoilou,46.82868,-71.22634,Entire home/apt,90,3,67,2021-01-22,0.68,1,46
804419,A room downtown quebec city!,2335344,Clo,,Saint-Jean-Baptiste,46.80977,-71.22364,Private room,32,3,176,2019-12-29,1.78,2,179
878309,Large and sunny apartment,4598359,Agnes,,Sillery,46.78341,-71.25123,Entire home/apt,75,30,27,2021-01-07,0.29,2,346
878904,Charming studio,4598359,Agnes,,Sillery,46.7817,-71.25042,Entire home/apt,50,30,18,2021-01-31,0.20,2,40
896581,"Québec, maison vue sur le Fleuve",4646399,Mélody,,Cap-Rouge,46.74721,-71.35105,Private room,80,2,6,2019-07-15,0.07,2,363
916246,apt meublé vieux quebec,1562944,Patrice,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81423,-71.2087,Private room,30,31,0,,,11,0
975749,appart central avec parking 6 pers.,3704617,Atnae Et Pascal,,Saint-Sacrement,46.79359,-71.25751,Entire home/apt,75,29,49,2018-08-09,0.52,1,365
996503,Un petit nid douillet pour vous!!,1544262,Caroline,,Notre-Dame-des-Laurentides,46.90382,-71.30191,Entire home/apt,45,2,78,2020-03-17,0.85,1,285
997400,lovely appartement,5480680,Adriana,,Chutes-Montmorency,46.88356,-71.17293,Entire home/apt,36,1,443,2021-02-07,4.68,1,349
1001559,Modern Montcalm condo (private parking),5508181,Simon,,Saint-Jean-Baptiste,46.80631,-71.22715,Entire home/apt,192,30,5,2020-01-01,0.16,1,0
1094871,"Perfect location, heart of Qc City!",6015223,Guillaume,,Saint-Jean-Baptiste,46.80669,-71.22328,Entire home/apt,95,3,140,2019-09-02,1.55,1,0
1103650,"3 bdr Home Old Quebec, Vieux-Quebec, 2 parkings",6060744,Sophie,,Saint-Jean-Baptiste,46.80844,-71.22057,Entire home/apt,350,6,22,2020-09-07,0.24,1,364
1157303,En plein coeur du Vieux-Québec,6341801,Olivier,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81619,-71.21153,Entire home/apt,105,3,226,2020-02-10,2.43,1,89
1240632,Sunny and quietRoom to rent monthly,6212858,Katia,,Duberger-Les Saules,46.80802,-71.33486,Private room,15,31,7,2019-10-26,0.10,4,232
1319549,Cosy private room downtown Quebec,4230524,Dominique,,Lairet,46.83278,-71.23484,Private room,75,2,11,2017-10-09,0.16,2,285
1383880,Rustic Paradise for 1 to 5 persons,7491668,Helo,,Saint-Roch,46.81366,-71.23154,Entire home/apt,70,3,17,2016-09-09,0.18,1,254
1486117,Magnifique chambre Petit-Champlain,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81528,-71.20141,Private room,119,1,132,2021-01-03,1.45,11,362
1486498,Magnificient room in historic Building Old Quebec,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81271,-71.20454,Private room,129,1,175,2020-12-15,2.02,11,354
1487080,Magnificient room Petit Champlain,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81398,-71.203,Private room,119,1,129,2020-09-28,1.42,11,362
1487383,Amazing Appartment with a stunning view,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81076,-71.2064,Entire home/apt,282,2,213,2021-01-01,2.34,11,320
1516068,Chambre dans maison privée,6137330,André,,Sillery,46.78447,-71.25825,Private room,20,31,21,2020-08-15,0.26,2,292
1625005,Dumontier house,8640791,Daniel,,Quartier 5-4,46.85731,-71.19416,Private room,125,1,6,2018-06-25,0.08,1,364
1635571,Spacious room - 2 DOUBLE BEDS,8687028,Nicola,,Maizerets,46.83739,-71.22299,Private room,70,1,116,2020-09-06,1.42,9,323
1645445,AMAZING 2STORIES CONDO IN OLDQUEBEC,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81568,-71.20777,Entire home/apt,245,28,113,2019-01-02,1.49,2,364
1683632,appartement conjoint,8895388,Richard,,Saint-Jean-Baptiste,46.80696,-71.22751,Entire home/apt,150,2,86,2020-09-07,0.99,1,365
1791781,Appartement St-Jean-Baptiste- 2 pas du VieuxQuebec,9400797,Christine,,Saint-Jean-Baptiste,46.80912,-71.22083,Entire home/apt,45,29,23,2019-12-16,0.28,2,0
1851589,Bright room near parc for skiing,8687028,Nicola,,Maizerets,46.83672,-71.22148,Private room,68,1,30,2020-08-23,0.36,9,323
1863842,3 bdr appartment near attractions,1645012,Gaby,,Quartier 5-4,46.86202,-71.1895,Entire home/apt,120,2,229,2019-09-29,2.59,1,365
1904160,Studio Meublé Vieux Quebec Charmant un mois free.,1562944,Patrice,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81571,-71.20678,Entire home/apt,28,31,4,2017-01-22,0.05,11,365
1913443,Nice apt 5 min. walking from Old Qc,9400797,Christine,,Saint-Jean-Baptiste,46.80912,-71.22083,Entire home/apt,45,30,34,2019-02-23,0.43,2,365
1979239,Zen Room 20 min walk from Old Qc City,10214782,Véronika,,Saint-Sauveur,46.81187,-71.23208,Private room,54,2,302,2020-09-21,3.48,4,0
2014421,contemporary on the heart of city,7223580,Nicolas,,Sillery,46.77659,-71.24661,Entire home/apt,145,6,3,2018-08-05,0.04,1,0
2027990,"spacious, renovated room downtown 2",3927227,Paul,,Saint-Sacrement,46.79181,-71.24852,Private room,17,31,30,2021-02-09,0.35,3,275
2076200,Modern with cachet-Condo Old Quebec,8732163,Joe,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81416,-71.20769,Entire home/apt,182,28,73,2019-03-30,0.85,2,364
2165708,Chambre chaleureuse dans un logement lumineux,10969787,Julie-Anne,,Maizerets,46.84047,-71.21721,Private room,60,30,18,2015-08-10,0.22,1,365
2203513,Cozy Studio in Central Quebec | Furnished,2874168,Brigitte / Ghislain,,Saint-Sacrement,46.79546,-71.2465,Entire home/apt,54,30,28,2020-12-15,0.41,1,314
2254593,"Spacieuse maison de ville, Limoilou",4217000,Mathieu & Maude Émilie,,Vieux-Limoilou,46.82879,-71.23115,Entire home/apt,200,5,24,2019-08-25,0.29,2,162
2578139,Large private room,6825502,André,,Sillery,46.78285,-71.25946,Private room,20,31,26,2021-01-09,0.32,2,0
2719825,"Apartment, room  basement",13891705,Daniel,,Maizerets,46.83823,-71.23241,Entire home/apt,28,2,27,2016-07-11,0.34,2,0
2803587,Quebec city Loft /appartement,14339917,Tony,,Saint-Roch,46.81566,-71.22472,Entire home/apt,80,1,398,2020-08-29,4.90,1,90
2815533,Heart of Old Quebec,14402481,Jacques,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81158,-71.21166,Entire home/apt,43,32,2,2020-11-30,0.16,1,226
2854775,Littoral's Condo | Old Quebec and River view,14594594,Jonathan,,Quartier 5-4,46.85389,-71.18559,Hotel room,199,2,10,2019-08-05,0.14,5,300
2914664,Logement cozy pour 7 pers. centre-ville de Québec,14855211,Maite,,Saint-Sauveur,46.81195,-71.23495,Entire home/apt,121,4,8,2019-03-10,0.13,1,177
2930811,The most chosen Airbnb room in Quebec city,14966026,Maxim,,Saint-Sauveur,46.80956,-71.2417,Private room,39,1,818,2021-02-01,10.21,3,77
3028706,Old-Port of Quebec city,15427139,Lyse,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81708,-71.20808,Entire home/apt,47,31,1,2019-02-11,0.04,3,335
3101045,1 bedroom apartment near Old Quebec,1646154,Dimitri,,Saint-Sauveur,46.81357,-71.23875,Entire home/apt,30,60,22,2019-08-28,0.27,7,346
3110790,Large family room,8687028,Nicola,,Maizerets,46.83647,-71.22146,Private room,75,1,131,2020-09-11,1.65,9,315
3111227,Sleeping in the tower!,8687028,Nicola,,Maizerets,46.8365,-71.22211,Private room,68,1,50,2021-01-20,0.64,9,323
3111369,"Room ""Altana"" with terrace and private bathtub",8687028,Nicola,,Maizerets,46.83732,-71.22301,Private room,61,1,65,2020-09-01,0.83,9,321
3111553,Romantic tower room,8687028,Nicola,,Maizerets,46.83663,-71.22149,Private room,68,1,177,2021-02-07,2.42,9,355
3111625,Cozy room with terrace access,8687028,Nicola,,Maizerets,46.83695,-71.22303,Private room,95,1,34,2020-09-21,0.43,9,317
3111690,The Chick Shack,8687028,Nicola,,Maizerets,46.83726,-71.22245,Private room,65,1,49,2019-08-24,0.76,9,346
3147232,Private rooftop + amazing location AERP 301616,6012904,Frédéric,,Saint-Jean-Baptiste,46.81129,-71.22268,Entire home/apt,195,3,63,2020-11-15,0.79,1,64
3294316,Le 81 Saint-Louis,16531842,Camille,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81027,-71.20983,Entire home/apt,90,30,0,,,1,39
3340096,BTFUL HOUSE - FULLY EQUIPED,16856341,Roger,,Plateau,46.78068,-71.31668,Private room,54,3,56,2019-10-14,0.70,1,177
3454142,"Logement meublé, climatisé (#5)",17405126,Ahmed Et Saloua,,Maizerets,46.84087,-71.22084,Entire home/apt,105,2,58,2019-12-31,0.72,3,365
3456718,Chambre quadruple,17405126,Ahmed Et Saloua,,Maizerets,46.83953,-71.22209,Private room,85,2,5,2016-10-11,0.09,3,365
3479387,Fabulous 2bed 3rd floor condo + cute cat,17526167,Catou,,Montcalm,46.8003,-71.2362,Entire home/apt,100,3,32,2019-12-27,0.40,1,0
3486441,Au coeur de la vie Limoilienne,17555242,Julien-Pierre,,Vieux-Limoilou,46.82527,-71.2314,Entire home/apt,110,31,41,2020-01-12,0.51,1,365
3499399,CONDO PLEIN CENTRE-VILLE,12810887,Rémy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81093,-71.21275,Entire home/apt,100,30,53,2021-01-30,0.67,1,89
3566946,"Unifamiliale, RDC & Basement, 6 1/2",13891705,Daniel,,Maizerets,46.83815,-71.23202,Entire home/apt,28,2,20,2016-03-27,0.25,2,0
3592334,House for rent,3197450,Pierre,,Cité Universitaire,46.78257,-71.30341,Entire home/apt,129,5,18,2020-01-10,0.27,1,56
3599705,Beautiful Down Town Loft - with parking,18136166,Mathieu,,Saint-Roch,46.81011,-71.22936,Entire home/apt,104,31,80,2021-01-08,1.01,1,188
3666185,Glorious loft,18590676,Hébergement Du Ruisseau,,Vieux-Limoilou,46.82488,-71.22241,Entire home/apt,125,30,42,2018-08-08,0.57,1,365
3678120,Chambre au coeur de la Haute-Ville,18685843,Marielle,,Saint-Jean-Baptiste,46.8064,-71.22553,Private room,41,13,3,2014-09-01,0.04,4,365
3678952,Chambre au coeur de la Haute-Ville,18685843,Marielle,,Saint-Jean-Baptiste,46.80562,-71.22367,Private room,39,13,5,2020-03-26,0.06,4,365
3731999,"Cosy apt Quebec downtown, sleeps 4",1646154,Dimitri,,Saint-Sauveur,46.81434,-71.23963,Entire home/apt,33,55,30,2019-09-20,0.38,7,242
3827476,"Maison située dans le Vieux-Québec
Permis 175490",19694974,Maison La Chapelière,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80202,-71.20967,Entire home/apt,475,4,15,2019-09-16,0.20,2,359
3840299,"Central, Authentique et Unique",16308082,Jean-Francois,,Saint-Jean-Baptiste,46.81107,-71.22202,Entire home/apt,116,2,465,2021-01-25,5.89,2,144
3861813,Penthouse historique avec vue remarquable Vieux-QC,19871269,Marco,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81596,-71.20812,Entire home/apt,250,31,9,2019-08-02,0.22,1,0
3880306,La vie de quartier à la Haute-Ville,18685843,Marielle,,Saint-Jean-Baptiste,46.80742,-71.22367,Private room,39,32,2,2018-09-26,0.05,4,365
3895617,La vie de quartier en Haute-Ville 2,18685843,Marielle,,Saint-Jean-Baptiste,46.80535,-71.22343,Private room,41,32,0,,,4,365
3898375,Beau condo près du fleuve!,20070021,Jean-Francois,,Saint-Louis,46.75267,-71.30948,Entire home/apt,57,365,23,2016-02-18,0.30,1,179
4020380,maison à cap rouge,8820702,Laymy,,Cap-Rouge,46.76102,-71.3585,Entire home/apt,160,2,10,2019-12-30,0.15,1,102
4069643,Mini Appart 4 pers. U. Laval - Famille & Lgbt & ZD,21107303,Flavie,,Sillery,46.7893,-71.25003,Entire home/apt,56,2,188,2020-10-31,2.41,3,365
4077412,"Chambre privée et +, près de tout !",21149027,Marc,,Saint-Sauveur,46.81136,-71.23334,Private room,30,1,378,2020-03-11,5.39,1,0
4182766,A l'enseigne d'un grand voyageur-1,10020866,Robert,,Neufchâtel-Est/Lebourgneuf,46.84869,-71.30894,Private room,75,1,96,2019-12-30,1.29,2,284
4215307,★★★ Best secret in town !!,3201898,Francois,,Saint-Sauveur,46.81044,-71.23905,Entire home/apt,58,1,444,2021-02-07,6.28,2,325
4276973,Forest Loft in Downtown Quebec City,19909639,Louis,,Saint-Roch,46.81459,-71.22607,Entire home/apt,57,2,551,2021-01-24,7.15,17,174
4286898,Pied-à-terre au Centre-Ville de Qc,22254953,Rod,,Maizerets,46.83958,-71.22535,Private room,240,28,0,,,1,0
4493821,FURNISHED CONDO IN QUEBEC GRANDE AL,16066615,Maxim,,Montcalm,46.79572,-71.23553,Entire home/apt,50,30,22,2019-06-15,0.29,1,0
4530244,Bel appartement centre-ville 🧼🧽 respecte normes 🌈👌🏻,20539154,Arnaud,,Saint-Sauveur,46.81293,-71.23846,Entire home/apt,65,1,32,2020-08-12,0.43,1,0
4563559,Chambre à louer long terme (2),6212858,Katia,,Duberger-Les Saules,46.80757,-71.33553,Private room,15,30,6,2020-08-29,0.09,4,270
4567493,Gîte du Hu-Art (GALARNEAU room),23676164,Pierre,,Lac-Saint-Charles,46.91826,-71.38308,Private room,129,1,1,2015-04-23,0.01,5,362
4567897,Gîte du Hu-Art (BRUNANTE room),23676164,Pierre,,Lac-Saint-Charles,46.91876,-71.38078,Private room,129,1,7,2019-07-11,0.17,5,283
4585669,Littoral - Signature | 2 Queens,14594594,Jonathan,,Quartier 5-4,46.85574,-71.18663,Hotel room,99,1,56,2020-09-20,0.79,5,364
4593246,Charmant appartement sur 2 étages,23809464,Elizabeth Ann,,Saint-Roch,46.81372,-71.23119,Entire home/apt,80,30,6,2019-08-04,0.09,1,0
4596193,Private tiny house & Courtyard + Parking,18991700,Olivier,,Saint-Sauveur,46.80894,-71.24234,Entire home/apt,120,30,24,2018-08-24,0.32,1,89
4613578,2 and a half in the center-life of Quebec,23901714,Reynald,,Saint-Louis,46.77217,-71.29623,Entire home/apt,65,1,194,2021-02-01,2.64,1,55
4617077,Gîte du Hu-Art (DREAM room),23676164,Pierre,,Lac-Saint-Charles,46.91866,-71.38113,Private room,119,1,10,2019-08-20,0.15,5,361
4617223,Gite du Hu-Art (ZEN room),23676164,Pierre,,Lac-Saint-Charles,46.91847,-71.3834,Private room,129,1,7,2020-01-03,0.11,5,350
4617481,Gîte du Hu-Art (HUARD room),23676164,Pierre,,Lac-Saint-Charles,46.91737,-71.38351,Private room,129,1,1,2015-07-03,0.01,5,363
4685791,Vieux Québec: a treasure,6647989,Josée,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81213,-71.20913,Entire home/apt,53,30,11,2020-01-08,0.17,1,330
4803830,Hôtel Motel Le Châteauguay,24747916,Alex,,Quartier 5-4,46.85766,-71.1767,Private room,99,1,3,2019-09-01,0.04,3,365
4820844,"Vivre le Vieux-Québec, sur place !",24819170,Joan Et Jean-Michel,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.815,-71.20631,Entire home/apt,34,1000,1,2015-09-30,0.02,4,365
4901041,"ce soir, dormez à la maison!",25227914,Cécile,,Saint-Roch,46.81726,-71.22265,Private room,110,1,164,2020-09-07,2.33,3,255
4902020,Au coeur du Vieux-Québec,25227914,Cécile,,Saint-Roch,46.81626,-71.22304,Entire home/apt,80,4,94,2021-01-02,1.41,3,354
4913189,Chambre avec accès à l'appartement-3km du downtown,25300924,Christian,,Saint-Sauveur,46.80663,-71.26214,Private room,31,2,56,2020-02-16,0.77,1,351
4995782,"Penthouse with terrace, downtown Quebec, parking$",12849225,Nicole,,Saint-Jean-Baptiste,46.81187,-71.21766,Entire home/apt,125,30,45,2020-01-02,0.63,1,364
5051170,New 2 bedroom in Quebec downtown,1646154,Dimitri,,Saint-Sauveur,46.81483,-71.23875,Entire home/apt,39,30,20,2020-12-15,0.28,7,365
5078748,New and nice quiet studio,26228887,Christian,,Saint-Louis,46.76545,-71.27932,Entire home/apt,70,3,28,2019-10-08,0.40,2,277
5094755,Beautiful house near services.,26324945,Marie-Helene,,Saint-Sacrement,46.79017,-71.25455,Entire home/apt,259,2,18,2019-08-13,0.25,1,0
5100852,Charmante maison familiale au centre-ville,11164340,Marie-Claire,,Saint-Sauveur,46.81267,-71.23883,Entire home/apt,150,5,10,2019-12-30,0.24,1,0
5160965,"Chambre ""RELAX"" au cœur de Québec!",26691052,Géraldine,,Sillery,46.78338,-71.24704,Private room,50,32,130,2019-02-17,1.77,3,364
5442064,"Home near downtown Quebec, Spa, jacuzzi and wine.",28224563,Martine,,Pointe-de-Sainte-Foy,46.76392,-71.32674,Entire home/apt,310,3,45,2020-02-16,0.66,2,235
5442258,"Maison près du centre ville, spa, jacuzzi et vin.",28224563,Martine,,Pointe-de-Sainte-Foy,46.76469,-71.32511,Entire home/apt,310,3,29,2020-01-01,0.43,2,235
5457653,"Chambre ""ZEN"" au cœur de Quebec!",26691052,Géraldine,,Sillery,46.78328,-71.24659,Private room,50,32,143,2019-02-17,2.01,3,365
5478609,Beau 4 et demi au centre-ville,28408747,Denis,,Montcalm,46.8045,-71.22506,Entire home/apt,150,31,69,2020-12-20,1.66,1,100
5487325,Chambre privée dans une maison,6825502,André,,Sillery,46.7837,-71.25888,Private room,20,31,7,2020-03-02,0.13,2,0
5495123,"Petit pied-à-terre, Vieux-Québec",24819170,Joan Et Jean-Michel,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81628,-71.20766,Entire home/apt,29,1000,1,2015-08-15,0.01,4,365
5517202,Au coeur du Quartier des Arts!,5758591,Marie-Lou,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.79403,-71.22944,Entire home/apt,295,3,33,2019-10-07,0.75,3,365
5536939,Grand condo Vieux-Québec*,4252877,Nathalie,,Saint-Jean-Baptiste,46.81246,-71.21678,Entire home/apt,48,14,19,2021-01-31,0.28,6,20
5604407,Chambre tranquille,6212858,Katia,,Duberger-Les Saules,46.80757,-71.33553,Private room,16,30,3,2020-02-01,0.08,4,327
5739093,Living Downtown!,3666778,Valériane,,Saint-Roch,46.81698,-71.22537,Private room,45,2,43,2017-08-16,0.63,1,364
5784879,Appartement spacieux A Québec,29922946,France,,Quartier 4-5,46.85345,-71.27907,Entire home/apt,115,31,18,2016-07-15,0.26,1,90
5847476,LOFT POUR 4 PERS SUR SAINT JEAN,29818429,Emmanuelle,,Saint-Jean-Baptiste,46.81088,-71.21751,Entire home/apt,170,32,102,2020-01-02,1.47,2,362
5847721,STUDIO AU COEUR DE SAINT JEAN,29818429,Emmanuelle,,Saint-Jean-Baptiste,46.81047,-71.21617,Entire home/apt,100,32,93,2019-02-17,1.34,2,180
5880353,Condo/Loft Urbain,11857139,Jean-Sébastien,,Vieux-Limoilou,46.82466,-71.22379,Entire home/apt,115,30,5,2018-10-10,0.07,1,40
5883318,Lovely 2 BED in beautiful Quebec City,25400397,Srah,,Maizerets,46.84193,-71.22679,Entire home/apt,130,2,17,2019-09-22,0.87,1,89
6055191,Superbe loft à Québec,5099838,Maria,,Saint-Jean-Baptiste,46.81045,-71.22426,Entire home/apt,80,10,23,2020-03-07,0.34,1,364
6078383,Awesome PRIVATE BEDROOM in a modern designed condo,31551322,Dominic,,Neufchâtel-Est/Lebourgneuf,46.84238,-71.32224,Private room,174,1,10,2019-10-14,0.22,2,365
6091563,Cozy pied à terre in Québec city,31612995,David,,Saint-Sauveur,46.80904,-71.23455,Entire home/apt,88,30,9,2016-08-13,0.13,1,177
6100766,Old- port Loft design,15427139,Lyse,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81579,-71.20808,Entire home/apt,40,31,6,2020-02-08,0.11,3,364
6140302,"BEST IN QUEBEC CITY . House by the water . 3 br,",31852871,Eric,,Sillery,46.7529,-71.28102,Entire home/apt,253,2,124,2021-01-07,1.80,1,290
6163009,Chambre quartier historique.,31972716,Eric,,Chutes-Montmorency,46.8796,-71.16519,Private room,48,32,15,2020-02-29,0.22,1,362
6177146,Condo contemporain avec stationnement privé,24821339,Françoise K,,Saint-Sauveur,46.80516,-71.24362,Entire home/apt,95,2,161,2020-04-17,4.47,1,40
6232233,1 room downtown apartment,1646154,Dimitri,,Saint-Sauveur,46.81471,-71.2383,Entire home/apt,25,45,21,2019-12-05,0.33,7,346
6363280,Grande chambre avec balcon privé,33154109,Jacynthe,,L'Aéroport,46.77503,-71.37516,Private room,59,1,48,2020-08-20,0.69,2,365
6446117,"Flat to share, 5km from Old Québec",33655018,Guillaume,,Saint-Sacrement,46.79247,-71.26534,Private room,50,32,7,2019-09-07,0.10,1,356
6459264,Logement de luxe avec vue incroyable,15649086,Odette,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81367,-71.21705,Entire home/apt,88,31,0,,,1,346
6601346,Superbe condo dans le vieux-Quebec,34035303,Remi,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80979,-71.21139,Entire home/apt,265,4,75,2020-01-01,1.10,1,221
6661626,Charmant! Au coeur de la vie urbaine de Québec !,26502596,François,,Saint-Jean-Baptiste,46.81015,-71.2176,Private room,78,2,274,2020-09-20,4.02,1,363
6702041,"Logement meublé, climatisé (#23)",17405126,Ahmed Et Saloua,,Maizerets,46.83927,-71.2216,Entire home/apt,105,2,70,2019-12-26,1.25,3,365
6746347,Beautiful Furnished Apartment (Minimum 1 month),15960979,Alain,,Saint-Jean-Baptiste,46.80815,-71.22858,Entire home/apt,38,31,122,2020-12-10,2.00,1,312
6852451,Loft with river view,35884345,Marc,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80395,-71.20924,Entire home/apt,50,31,78,2021-01-13,1.78,1,273
6870833,Great apartment in perfect location,35939583,Gilles,,Saint-Jean-Baptiste,46.81075,-71.22379,Entire home/apt,80,1,239,2020-03-01,3.50,1,97
6897654,"Near Old City, 2 rooms, free parkingt, Wifi",36143188,Monique,,Vieux-Limoilou,46.82798,-71.22948,Entire home/apt,60,31,5,2019-06-15,0.09,1,362
6947321,Maison espace interessant Quebec,36425487,Bernard,,Neufchâtel-Est/Lebourgneuf,46.85548,-71.2901,Entire home/apt,225,1,159,2020-09-20,2.33,1,362
6956931,"Québec, 5 bed, wifi, hdtv, bbq",36174001,Nick,,Plateau,46.78179,-71.31591,Entire home/apt,159,2,169,2021-01-17,2.48,1,136
6970133,Littoral - Signature Plus | 1 Queen,14594594,Jonathan,,Quartier 5-4,46.85548,-71.1852,Hotel room,129,1,27,2020-08-01,0.40,5,363
7001110,Family gataway !,32077416,Cindy,,Saint-Sacrement,46.79536,-71.2591,Entire home/apt,125,3,76,2019-07-10,1.11,1,363
7003871,Spacious room Ensuite Garden,17286960,Caroline,,Saint-Jean-Baptiste,46.81263,-71.21738,Private room,140,3,6,2019-01-06,0.09,3,270
7006697,Le garage,36730732,Lyne,,Quartier 4-5,46.85369,-71.26325,Entire home/apt,66,2,142,2018-10-15,2.09,1,142
7140600,Close to Laval University!!!!,7006458,Odile,,Cité Universitaire,46.78711,-71.26385,Entire home/apt,39,30,55,2019-10-31,0.81,2,323
7148297,Beau 3 et demi très confortable,37434868,Myriam,,Vieux-Limoilou,46.82802,-71.2289,Entire home/apt,70,1,225,2020-01-01,3.31,3,346
7224217,Magnifique dans Limoilou,27213304,Sylvain,,Lairet,46.83003,-71.23823,Private room,46,1,182,2020-11-21,3.06,6,132
7297667,Montly rental - Charming apart in the Old Quebec,20752850,Louise,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81523,-71.20844,Entire home/apt,133,30,43,2019-12-12,0.63,1,0
7430769,Quebec City Condo in the Vieux-Port,7096839,Frances,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81437,-71.2029,Entire home/apt,111,32,48,2021-01-02,0.87,1,89
7513008,Large Quiet Room in Sainte-Foy,10023073,Kevin,,Cité Universitaire,46.77829,-71.28722,Private room,30,30,6,2020-09-18,0.11,3,136
7545877,Cosy Bedroom Downtown Quebec,4230524,Dominique,,Vieux-Limoilou,46.83083,-71.23353,Private room,65,1,3,2016-09-01,0.05,2,287
7633284,Littoral's Suite | Old Quebec and River view,14594594,Jonathan,,Quartier 5-4,46.85688,-71.18675,Hotel room,159,1,2,2019-10-12,0.11,5,198
7634457,Quartier historique le Trait-Carré,38037789,Jack Et Cathy,,Quartier 4-5,46.8604,-71.27167,Entire home/apt,70,14,15,2020-10-31,0.22,1,284
7651759,"Private appartment in old Sillery, Quebec",12208568,Jean-Michel,,Sillery,46.77585,-71.2461,Entire home/apt,34,32,39,2020-04-27,0.58,1,28
7676538,Magnifique condo Vieux-Québec,40309767,Frédéric,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81518,-71.21316,Entire home/apt,58,30,9,2020-01-11,0.14,1,285
