id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
44433988,Grand appartement lumineux dans le Vieux-Limoilou,95023097,Géraldine,,Vieux-Limoilou,46.82184,-71.22443,Entire home/apt,99,3,4,2020-09-06,0.69,1,0
44446440,Tranquillité absolue avec vue sur le fleuve,207230779,Gabriel,,Chutes-Montmorency,46.86647,-71.16924,Entire home/apt,88,90,4,2020-09-06,0.65,1,169
44447234,"Québec : Maison de style chalet, vue, terrain",226336693,Amélie,,Notre-Dame-des-Laurentides,46.91214,-71.34328,Entire home/apt,180,2,4,2021-01-03,0.63,1,365
44450164,Séléna,357423766,Paul-André,,Montcalm,46.80637,-71.22921,Entire home/apt,49,1,3,2020-09-06,0.47,33,213
44450274,Chad,357423766,Paul-André,,Montcalm,46.80593,-71.22943,Entire home/apt,59,1,2,2021-01-02,0.44,33,215
44450317,Guillaume,357423766,Paul-André,,Montcalm,46.80626,-71.22892,Entire home/apt,59,1,5,2020-09-07,0.78,33,215
44455627,Suite A- Vieux Québec,19909639,Louis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81421,-71.20821,Entire home/apt,29,31,1,2020-10-01,0.23,17,290
44456913,Charles,357423766,Paul-André,,Montcalm,46.80609,-71.22958,Entire home/apt,59,1,3,2021-01-05,0.47,33,215
44457299,Lucien,357423766,Paul-André,,Montcalm,46.80469,-71.23034,Entire home/apt,59,1,3,2020-09-07,0.48,33,215
44457400,Hubert,357423766,Paul-André,,Montcalm,46.80477,-71.23045,Entire home/apt,59,1,4,2021-01-03,0.62,33,215
44460874,Le 323,32229702,Frédérick,,Vieux-Limoilou,46.82348,-71.22769,Entire home/apt,165,1,5,2021-01-30,2.11,2,351
44464265,Suite E - Vieux-Québec,19909639,Louis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81489,-71.20871,Entire home/apt,28,31,1,2020-10-22,0.27,17,286
44464484,Suite D- Vieux Québec,19909639,Louis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81456,-71.20839,Entire home/apt,29,31,3,2021-01-08,0.67,17,287
44477927,Vieux-Québec grand 21/2 Vue 2balcons 1025$ mois,83151318,Francine,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81562,-71.20653,Entire home/apt,35,30,0,,,4,333
44486521,Le 319,32229702,Frédérick,,Vieux-Limoilou,46.82387,-71.2279,Entire home/apt,150,1,6,2021-01-16,2.43,2,364
44487774,Chambre privée dans un logement,237308529,André-Yves,,Jésuites,46.85553,-71.25765,Private room,50,1,4,2020-08-26,0.68,1,0
44516533,Chambre en plein coeur de Limoilou,88539043,Maryne,,Vieux-Limoilou,46.82497,-71.23057,Private room,30,1,15,2021-01-28,2.51,1,0
44520586,Peuplier,357423766,Paul-André,,Montcalm,46.80481,-71.23034,Entire home/apt,39,1,16,2021-01-20,2.58,33,208
44520638,Richard,357423766,Paul-André,,Montcalm,46.80558,-71.23029,Entire home/apt,59,1,5,2020-10-30,0.81,33,215
44520701,Greaves,357423766,Paul-André,,Montcalm,46.80568,-71.23015,Entire home/apt,99,1,2,2020-08-13,0.32,33,135
44520786,Ralaxation home,360070664,Ange,,Saint-Louis,46.76405,-71.2982,Entire home/apt,75,1,0,,,1,179
44539953,Mémorable visite à Québec City !,360343130,Isabelle,,Cité Universitaire,46.78748,-71.29348,Entire home/apt,80,3,1,2020-08-21,0.17,1,0
44540812,Charming apartment ❤️walking distance plains🌳🥂🎨,41004871,David,,Montcalm,46.80174,-71.22992,Entire home/apt,135,2,16,2021-01-03,2.68,1,180
44551177,Chambre avec magnifique vue sur le fleuve,191160394,Danny,,Sillery,46.76159,-71.26719,Private room,80,1,22,2021-01-11,3.53,2,0
44552771,ENJOY THE OLD CITY,40601106,Maxime,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81061,-71.20961,Entire home/apt,50,31,0,,,4,364
44556778,Gagnon,357423766,Paul-André,,Montcalm,46.80573,-71.2303,Entire home/apt,99,1,2,2020-12-17,0.35,33,215
44556893,Harry,357423766,Paul-André,,Montcalm,46.80466,-71.23028,Entire home/apt,59,1,4,2020-10-18,0.68,33,215
44574496,Chambre à votre choix à quelques pas des Chutes,24854412,Émilie,,Chutes-Montmorency,46.89304,-71.15334,Private room,65,2,0,,,2,0
44574970,Malie,357423766,Paul-André,,Montcalm,46.80486,-71.22973,Entire home/apt,49,1,4,2020-09-06,0.65,33,213
44589433,5★Urban Retreat | Parking*| Town House | Patio |AC,44701521,Paul,,Saint-Sauveur,46.81047,-71.2356,Entire home/apt,203,2,1,2020-12-19,0.56,5,111
44598806,Aux portes du vieux Québec proche de tout,360959120,Ian,,Saint-Jean-Baptiste,46.81053,-71.21922,Private room,70,1,4,2020-09-07,0.71,1,0
44608080,Marchand,357423766,Paul-André,,Montcalm,46.80647,-71.23047,Entire home/apt,99,1,1,2020-09-26,0.22,33,215
44608269,Savard,357423766,Paul-André,,Montcalm,46.80614,-71.23032,Entire home/apt,99,1,2,2020-08-30,0.36,33,215
44647869,Québec Home private room,88581983,Taieb,,Cité Universitaire,46.78435,-71.28398,Private room,42,1,12,2020-09-27,2.08,1,226
44655993,Chambres à louer au coeur de la belle ville de Qc,132870758,Laure Jaele,,Quartier 4-6,46.84823,-71.25942,Private room,40,2,1,2020-09-15,0.20,1,365
44674382,Spacious & nicely located appartment with parking,45247348,Michel,,Saint-Jean-Baptiste,46.80984,-71.21956,Entire home/apt,86,2,13,2021-01-05,2.48,1,359
44685074,Condo Vieux-Québec,361850768,Jean François,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81697,-71.20476,Entire home/apt,150,2,0,,,1,179
44686256,Cozy apartment in the center of Quebec city,354538219,Coco,,Saint-Jean-Baptiste,46.81219,-71.21635,Entire home/apt,85,2,5,2020-09-15,0.87,1,0
44708783,Belle chambre de luxe dans un logement de rêve,262862180,Michelle,,Saint-Émile,46.88176,-71.33218,Private room,30,1,0,,,3,224
44712251,Chambre privée de luxe,262862180,Michelle,,Saint-Émile,46.88142,-71.33425,Private room,40,1,0,,,3,224
44744283,Magnifique condo Quebec,362180526,Sara,,Sillery,46.77391,-71.24707,Entire home/apt,100,30,0,,,1,365
44745816,Loft à proximité du Vieux-Québec,6153848,Éloïse,,Montcalm,46.80576,-71.22774,Entire home/apt,125,1,4,2020-08-23,0.67,1,0
44789441,Appt 3 CC sur la Vibrante 3e Ave / 10 min Vieux-Qc,360561337,Jacques,,Vieux-Limoilou,46.82625,-71.22916,Entire home/apt,214,1,7,2020-09-17,1.25,6,91
44889097,The Heart of Quebec's UNESCO World Heritage Site,226526376,Paul,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81201,-71.20766,Entire home/apt,299,3,5,2021-01-05,0.89,1,272
44959649,Appartement chaleureux près du Centre-Ville!,284019020,Genevieve,,Vieux-Moulin,46.84638,-71.20786,Entire home/apt,80,1,5,2020-09-29,0.91,1,0
44964468,Stunning 3-bed hotel suite in Old Quebec,284998802,Manoir,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81521,-71.20582,Entire home/apt,51,1,3,2020-09-09,0.56,4,353
44966075,Remparts 2 Bed with Views Private Terrace & Sauna,284998802,Manoir,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81669,-71.20496,Entire home/apt,98,1,10,2021-01-24,1.86,4,345
45000381,The Chapel Condo « Oh my God! »,17266932,Chantale Et Robert,,Saint-Roch,46.8154,-71.22192,Entire home/apt,105,1,3,2020-12-30,0.57,2,0
45001213,Le Vieux-Québec comme jamais !!,47708403,Marie-Noel,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81191,-71.20801,Entire home/apt,86,2,15,2021-01-03,2.60,1,56
45002089,Bella Vista,363196599,Yannick,,Saint-Roch,46.81299,-71.22472,Entire home/apt,120,31,13,2021-01-03,2.32,1,69
45008707,"Private Terrasse Old QC- 2BR Champlain, Parking-AC",3403057,Ly,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81579,-71.205,Entire home/apt,99,27,1,2020-10-30,0.29,1,365
45013925,SPACIOUS APT W/ BALCONY - NORTH OF QUEBEC CITY (1K),281888918,David,,Vieux-Limoilou,46.82452,-71.22616,Entire home/apt,50,1,5,2020-09-15,0.89,3,180
45014691,SPACIOUS APT WITH BALCONY - NORTH OF QUEBEC CITY (2K),281888918,David,,Vieux-Limoilou,46.82498,-71.22781,Entire home/apt,79,1,6,2021-01-10,1.11,3,351
45055221,Charmant 4 1/2 au coeur du quartier Limoilou,360561337,Jacques,,Vieux-Limoilou,46.82592,-71.22892,Entire home/apt,121,1,6,2021-01-30,1.05,6,165
45064097,Alanna,357423766,Paul-André,,Montcalm,46.80632,-71.23099,Entire home/apt,49,1,5,2021-01-02,0.91,33,214
45064783,Véronique,357423766,Paul-André,,Montcalm,46.80461,-71.22956,Entire home/apt,49,1,1,2020-09-07,0.19,33,0
45064911,Pommier,357423766,Paul-André,,Montcalm,46.80643,-71.22985,Entire home/apt,39,1,11,2020-12-12,1.99,33,213
45066317,Louis,357423766,Paul-André,,Montcalm,46.80443,-71.22995,Entire home/apt,59,1,2,2020-10-04,0.38,33,215
45066779,Yvonne,357423766,Paul-André,,Montcalm,46.8062,-71.23106,Entire home/apt,49,1,3,2020-12-31,0.57,33,214
45066898,Antoine,357423766,Paul-André,,Montcalm,46.80416,-71.22984,Entire home/apt,59,1,0,,,33,215
45066983,Olivia,357423766,Paul-André,,Montcalm,46.80619,-71.22976,Entire home/apt,49,1,1,2020-09-07,0.19,33,215
45067013,Jolie 5 1/2 sur la superbe 3e avenue à Limoilou,360561337,Jacques,,Vieux-Limoilou,46.82618,-71.22796,Entire home/apt,153,1,4,2021-01-18,0.71,6,0
45068414,Chambre privée à 10 min du Vieux Québec,135916727,Marie-Philippe,,Jésuites,46.85381,-71.25395,Private room,60,1,0,,,1,179
45081950,Fancy little studio,336859069,Frederick,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81385,-71.20781,Entire home/apt,65,30,1,2020-08-30,0.18,4,254
45087282,"Suberbe appartement, Downtown Québec, Free Parking",363960963,Roxanne,,Saint-Roch,46.813,-71.22577,Entire home/apt,91,2,15,2021-01-17,2.74,1,81
45091281,Grande chambre a louée,188054334,Aly,,Maizerets,46.83497,-71.22524,Private room,17,1,3,2020-12-20,0.55,1,285
45098241,Luxueux condo décorée au goût du jour,37434868,Myriam,,Neufchâtel-Est/Lebourgneuf,46.84394,-71.28004,Entire home/apt,130,30,0,,,3,365
45115996,"The Kaméléon, La Hutte",27326825,François,,Saint-Sauveur,46.811,-71.23245,Entire home/apt,94,2,9,2021-02-01,4.03,26,167
45118806,Spacieux appartement au coeur de la ville,364395814,Olivier,,Montcalm,46.80237,-71.23393,Entire home/apt,125,2,1,2020-09-07,0.19,1,177
45133560,Very spacious 3-bedroom flat in vibrant St-Roch,23693320,Reception From Lofts Vieux-Québec,,Saint-Roch,46.8112,-71.22441,Entire home/apt,208,1,0,,,78,357
45134298,Charming & spacious 2-bedroom apartment,23693320,Reception From Lofts Vieux-Québec,,Saint-Roch,46.81255,-71.22644,Entire home/apt,172,1,0,,,78,358
45134470,Charming 175 years old apartment in vibrant area,23693320,Reception From Lofts Vieux-Québec,,Saint-Roch,46.81283,-71.22574,Entire home/apt,160,1,0,,,78,347
45168656,Loft in the Heart of Old-Quebec WITH PARKING,91421326,Rentamania Plus,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81429,-71.20855,Entire home/apt,103,1,0,,,1,2
45171133,Studio au cœur du vieux Québec,363707093,William,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81004,-71.20812,Entire home/apt,75,1,17,2021-01-03,3.19,1,59
45204043,Félix,357423766,Paul-André,,Montcalm,46.80589,-71.22914,Entire home/apt,59,1,1,2020-09-08,0.19,33,215
45204225,William,357423766,Paul-André,,Montcalm,46.80498,-71.23121,Entire home/apt,59,1,1,2020-11-22,0.37,33,215
45215331,4 ½ Très confortable à 10min du Vieux Québec,364155496,Liliana,,Quartier 4-6,46.84851,-71.25936,Entire home/apt,69,1,4,2021-01-03,0.79,11,282
45217892,Condo | Vieux Québec | Loft Design,32654797,Remy,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.815,-71.20681,Entire home/apt,125,29,0,,,1,0
45218331,4 ½ Tranquille bien situé à 8min du Vieux Québec,364155496,Liliana,,Lairet,46.83911,-71.24738,Entire home/apt,69,1,4,2020-10-12,0.77,11,285
45227117,GORGEOUS APARTMENT NEAR OLD-QC / KING BED (A06),269004540,Catherine,,Saint-Jean-Baptiste,46.81089,-71.22353,Entire home/apt,102,2,4,2021-01-02,0.76,17,210
45227130,HIGH STANDING APARTMENT NEAR OLD-QUEBEC (A07),269004540,Catherine,,Saint-Jean-Baptiste,46.81147,-71.2228,Entire home/apt,63,2,5,2021-02-07,0.96,17,0
45229827,"Beau 3½ paisible, chaleureux 15min du vieux Québec",364155496,Liliana,,Quartier 4-2,46.87734,-71.2785,Entire home/apt,59,1,0,,,11,101
45230414,Grand 4½ Confortable à 15min du Vieux Québec,364155496,Liliana,,Quartier 4-2,46.87565,-71.27829,Entire home/apt,69,1,0,,,11,161
45230665,Studio éco près de tout 10min du Vieux Québec,364155496,Liliana,,Quartier 4-6,46.84772,-71.25909,Entire home/apt,50,1,0,,,11,285
45237093,DESIGN STUDIO - CLOSE TO OLD-QUEBEC (B10),269004540,Catherine,,Saint-Roch,46.81215,-71.22333,Entire home/apt,68,2,4,2021-01-03,0.88,17,186
45238031,MODERN APARTMENT - CLOSE TO OLD-QUEBEC (C03),269004540,Catherine,,Saint-Roch,46.81144,-71.2248,Entire home/apt,71,2,6,2021-01-28,1.30,17,190
45238390,MODERN & DESIGN APARTMENT - CLOSE TO OLD-QC (A08),269004540,Catherine,,Saint-Jean-Baptiste,46.81064,-71.22279,Entire home/apt,71,2,4,2020-12-28,0.76,17,209
45240200,Sweet Place,336859069,Frederick,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81372,-71.208,Entire home/apt,78,30,5,2020-09-19,0.96,4,254
45253613,COZY APARTMENT CLOSE TO HISTORICAL CENTER (A03),269004540,Catherine,,Saint-Roch,46.81266,-71.22367,Entire home/apt,75,2,4,2021-01-24,0.76,17,210
45253963,HIGH STANDING APT. NEAR OLD-QC / 2 BEDROOMS (B02),269004540,Catherine,,Saint-Jean-Baptiste,46.81122,-71.22343,Entire home/apt,89,2,4,2021-01-16,0.76,17,220
45255359,Lyne,357423766,Paul-André,,Montcalm,46.80616,-71.2313,Entire home/apt,49,1,0,,,33,215
45255548,Jean,357423766,Paul-André,,Montcalm,46.80414,-71.23113,Entire home/apt,59,1,1,2021-01-24,1,33,214
45260425,Chambre neuve adapté au télé-travail,139955908,Anouar,,L'Aéroport,46.78172,-71.36678,Private room,35,1,0,,,1,364
45262672,COLORFUL SPACIOUS STUDIO - NEAR OLD-QUEBEC (A09),269004540,Catherine,,Saint-Jean-Baptiste,46.81065,-71.22291,Entire home/apt,55,2,4,2020-12-20,0.88,17,206
45262690,ELEGANT APARTMENT - CLOSE TO OLD-QUEBEC (B05),269004540,Catherine,,Saint-Jean-Baptiste,46.81131,-71.22334,Entire home/apt,77,2,7,2021-02-07,1.35,17,220
45268176,specious Appt beside Centre de Congree de Quebec,365675857,Stephen,,Saint-Jean-Baptiste,46.81236,-71.21768,Entire home/apt,200,2,0,,,1,179
45290919,Charmant Studio dans le Vieux Québec,364155496,Liliana,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81076,-71.21005,Entire home/apt,69,1,2,2020-11-11,0.41,11,129
45296135,Beau logement bien situé près des pont de Québec,191160394,Danny,,Sillery,46.76052,-71.2673,Entire home/apt,95,1,6,2020-12-29,1.50,2,282
45312464,Localisation la plus exceptionnelle en ville,156965492,Raphael,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80998,-71.21041,Entire home/apt,30,5,2,2021-01-02,0.82,7,103
45313772,Studio idéal pour séjour dans le Vieux Québec,364155496,Liliana,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81068,-71.21108,Entire home/apt,69,1,5,2021-01-03,1.05,11,99
45313965,Studio rustique dans le Vieux Québec,364155496,Liliana,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81149,-71.21033,Entire home/apt,59,1,4,2021-01-14,0.87,11,99
45323867,SPACIOUS APT. CLOSE TO OLD QC WITH KING BED (B06),269004540,Catherine,,Saint-Roch,46.81226,-71.22423,Entire home/apt,77,2,3,2021-01-01,0.73,17,206
45329464,4 CHAMBRES+2 ÉTAGES+DU CACHET+RÉNOVÉ+STATIONNEMENT,206157337,André,,Saint-Roch,46.81306,-71.21969,Entire home/apt,95,31,0,,,20,269
45330631,Confortable 3 1/2 lumière naturelle,366426196,Adam,,Saint-Sauveur,46.80522,-71.24558,Entire home/apt,45,1,10,2021-01-03,1.97,1,155
45342934,Quebec : chambres privées accès  piscine et spa,366414857,Faustin,,Lac-Saint-Charles,46.92353,-71.39538,Private room,75,1,0,,,1,180
45347658,Gigantic apartment | St-Jean | 10 pers,27326825,François,,Saint-Jean-Baptiste,46.80942,-71.22104,Entire home/apt,171,2,1,2020-11-15,0.34,26,93
45361354,"Hotel Clarendon, chambre régulière 2 lits doubles",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81379,-71.20784,Private room,232,1,0,,,7,0
45383863,Au cœur de Québec,171493699,Francis,,Maizerets,46.83817,-71.22504,Entire home/apt,110,1,0,,,1,90
45398595,Chambre 402 - Belle chambre avec mur de brique!,7927151,Denis,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81205,-71.20777,Private room,119,1,0,,,11,0
45436810,Appartement 3 chambres avec espace à bureau,27861104,Marie-Claude,,Lairet,46.83829,-71.24985,Entire home/apt,124,3,0,,,1,29
45439698,The lovers studio,272833100,Amélie,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81272,-71.2052,Entire home/apt,70,31,0,,,2,92
45448023,"hotel Clarendon, Chambre régulière 1 lit Queen",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81303,-71.20832,Private room,232,1,0,,,7,0
45448423,"Hotel Clarendon, chambre Corporative 1 lit Queen",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81365,-71.20691,Private room,209,1,0,,,7,0
45448704,"Hotel Clarendon, chambre Corporative 1 lit King",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81255,-71.20679,Private room,229,1,0,,,7,0
45448820,"Hotel Clarendon, Chambre supérieure 2 lits Queen",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81176,-71.2079,Private room,302,1,0,,,7,0
45449542,"Hotel Clarendon, chambre Exécutive 1 lit Queen",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81388,-71.20798,Private room,259,1,0,,,7,0
45449712,"Hotel Clarendon, chambre Exécutive 1 lit King",366717012,Reception,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81389,-71.20824,Private room,269,1,0,,,7,0
45451468,Grand appartement familial au coeur de la ville,367673748,Marc,,Saint-Roch,46.81286,-71.22774,Entire home/apt,81,1,3,2021-01-14,1.02,1,363
45462398,Spacieux appt -  3e Av Limoilou/10 min Vieux-Qc,360561337,Jacques,,Vieux-Limoilou,46.82596,-71.22862,Entire home/apt,153,1,3,2021-01-19,0.63,6,178
45469020,Frontenac,357423766,Paul-André,,Montcalm,46.8059,-71.22971,Entire home/apt,119,1,0,,,33,196
45476870,"Hôpital de l'Enfant-Jésus - Spacieux, 3ch.fermées",65029893,Maude,,Maizerets,46.83928,-71.22586,Entire home/apt,72,30,0,,,1,302
45491054,L'appartement du bonheur,368119603,Woobens,,Maizerets,46.84088,-71.23042,Private room,30,1,5,2020-12-30,1.09,1,268
45494336,Loft in the heart of urban life!,367847456,David,,Saint-Roch,46.81657,-71.22102,Entire home/apt,150,1,0,,,1,365
45515077,L’Appart dans St-Sô,257037717,Sébastien,,Saint-Sauveur,46.81023,-71.23865,Entire home/apt,143,2,18,2021-02-06,6.51,1,223
45532124,Agréable Studio dans le Vieux Québec,364155496,Liliana,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.81115,-71.21095,Entire home/apt,59,1,4,2021-01-10,0.98,11,100
45555260,Chalet en ville !,54605895,Marilyn,,Sillery,46.76591,-71.26396,Private room,49,3,0,,,1,89
45593578,"Grand studio, ville de Québec",369257277,Vicky,,Vanier,46.81895,-71.266,Entire home/apt,150,1,0,,,1,0
45594260,Logement NEUF - modèle Claire-Fontaine,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,68,30,0,,,10,363
45607490,Petit appartement très chaleureux,256543875,Samuelle,,Vieux-Limoilou,46.82329,-71.22244,Entire home/apt,38,1,1,2020-10-22,0.27,1,0
45635275,Cozy modern House | Maison à deux pas des chutes,148963410,Tommy,,Chutes-Montmorency,46.8797,-71.15346,Entire home/apt,80,32,0,,,2,179
45635529,Vast and charming apartment downtown,369697564,Mike,,Saint-Roch,46.81227,-71.22797,Entire home/apt,82,1,4,2020-12-29,0.96,1,61
45635895,Superbe projet NEUF - modèle Lockwell,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,59,30,0,,,10,363
45636174,Projet neuf- modèle Saint-Jean,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,55,30,0,,,10,363
45636662,NOUVEAU logement - modèle Turnbull,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,62,30,0,,,10,363
45651336,Maison ou appartement meublé à Québec.,369822393,Patrick,,Quartier 5-1,46.90963,-71.20582,Entire home/apt,39,1,10,2021-01-03,2.78,1,130
45670735,Projet neuf LOFTS - modèle Abraham,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,41,30,0,,,10,0
45671140,Projet neuf LOFTS - modèle Cartier,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,48,30,0,,,10,319
45672274,Projet neuf LOFTS - modèle D'Aiguillon,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,43,30,0,,,10,348
45673039,Projet neuf LOFTS - modèle Martello,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,45,30,0,,,10,362
45673286,Nouveauté! Loft Salaberry parfait pour vous!,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,46,30,0,,,10,363
45673326,LOFT en location - modèle Richelieu,369264398,Ariane,,Saint-Jean-Baptiste,46.80849,-71.2234,Entire home/apt,41,30,0,,,10,362
45674724,Loft Urbain | au coeur de la ville,370033528,David,,Saint-Roch,46.81521,-71.21874,Entire home/apt,43,1,30,2021-02-06,6.98,2,360
45685912,Loft Chic en plein coeur de la ville,370033528,David,,Saint-Roch,46.8156,-71.21919,Entire home/apt,44,1,12,2021-01-31,2.75,2,363
45689403,Intimate loft in the heart of the city!,370186909,David,,Saint-Roch,46.81534,-71.22056,Entire home/apt,36,1,12,2021-02-04,3.50,1,358
45707815,"Au coeur de Québec, sur les Plaines d'Abraham",133449041,Nicolas,,Vieux-Québec/Cap-Blanc/Colline parlementaire,46.80389,-71.22067,Entire home/apt,150,1,4,2021-02-07,1.69,1,170
45730348,Confortable et près de tout!,19109849,Elizabeth,,Vieux-Limoilou,46.82841,-71.23981,Entire home/apt,75,2,0,,,1,156
45736226,APPARTEMENT LUMINEUX ET FONCTIONNEL - LIMOILOU 3AV,53451612,Santiago,,Vieux-Limoilou,46.82597,-71.2295,Entire home/apt,50,3,1,2021-01-31,1,2,66
45753795,Jolie maison chaleureuse près de tout,64317664,Alice,,Sillery,46.76694,-71.26317,Entire home/apt,70,20,0,,,1,269
45757712,Superbe appartement 😃😉,254706194,Laeticia Joyce,,Cité Universitaire,46.77722,-71.30129,Entire home/apt,60,3,0,,,2,223
45800824,❤ Available !  9 Beds/3 Bds ° 2 levels ° IDEAL ❤,201380332,The Perfect Getaway,,Notre-Dame-des-Laurentides,46.91136,-71.34559,Entire home/apt,63,1,3,2021-02-08,1.76,2,360
45809790,Entire housing in downtown Quebec,371368962,Sarah,,Saint-Jean-Baptiste,46.81092,-71.22049,Entire home/apt,85,1,0,,,2,179
45814642,Logement entier centre ville Québec,371368962,Sarah,,Saint-Jean-Baptiste,46.8117,-71.22191,Entire home/apt,85,1,1,2020-10-18,0.26,2,179
45817235,Logement moderne entier à Québec,371445529,Xavier,,Maizerets,46.84064,-71.22142,Entire home/apt,50,1,3,2020-12-30,1.41,1,0
45830183,New 2 bedroom apartment in Quebec downtown,1646154,Dimitri,,Saint-Sauveur,46.81439,-71.23844,Entire home/apt,30,31,0,,,7,316
45831304,Petit nid douillet à Limoilou,37476198,Philippe,,Vieux-Limoilou,46.82235,-71.24073,Private room,25,2,9,2021-01-30,2.29,1,185
45846459,Chambre en ville,40825542,Julien,,Montcalm,46.80704,-71.23018,Private room,45,1,1,2020-12-28,0.67,1,180
45848845,studio/loft dans cottage Anglo-Normand,272697366,Hubert,,Quartier 5-4,46.86604,-71.18377,Entire home/apt,55,3,1,2020-10-31,0.29,1,277
45863183,"Theater Lofts | Quebec, 202",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81269,-71.22516,Entire home/apt,65,1,0,,,25,129
45863282,"Theater Lofts | Quebec, 203",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81419,-71.22698,Entire home/apt,65,1,0,,,25,129
45863327,"Theater Lofts | Quebec, 205",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81336,-71.22667,Entire home/apt,65,1,0,,,25,129
45863364,"Theater Lofts | Quebec, 206",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81301,-71.22644,Entire home/apt,65,1,0,,,25,129
45863439,"Theater Lofts | Quebec, 301",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81271,-71.22539,Entire home/apt,65,1,0,,,25,129
45863465,"Theater Lofts | Quebec, 303",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81468,-71.22516,Entire home/apt,98,1,1,2020-12-06,0.45,25,177
45863480,"Theater Lofts | Quebec, 304",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81257,-71.22651,Entire home/apt,65,1,6,2021-02-04,4.00,25,176
45863507,"Theater Lofts | Quebec, 305",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81478,-71.22663,Entire home/apt,65,1,0,,,25,0
45863537,"Theater Lofts | Quebec, 306",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81395,-71.22545,Entire home/apt,65,1,0,,,25,175
45863566,"Theater Lofts | Quebec, 403",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81273,-71.22688,Entire home/apt,65,1,0,,,25,0
45863592,"Theater Lofts | Quebec, 404",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81292,-71.22553,Entire home/apt,65,1,0,,,25,175
45863609,"Theater Lofts | Quebec, 405",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81299,-71.2265,Entire home/apt,65,1,2,2021-01-02,1.33,25,162
45863628,"Theater Lofts | Quebec, 406",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81425,-71.22621,Entire home/apt,65,1,0,,,25,0
45863651,"Theater Lofts | Quebec, 501",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81333,-71.22483,Entire home/apt,65,1,0,,,25,0
45863665,"Theater Lofts | Quebec, 502",371711595,Les Lofts Du Théâtre,,Saint-Roch,46.81477,-71.22621,Entire home/apt,65,1,0,,,25,129
